report_date,region,class,commodity,variety,organic,unit,environment,price_min,price_max,current_ad_count,current_wtd_avg_price,priorwk_ad_count,priorwk_wtd_avg_price,prioryr_ad_count,prioryr_wtd_avg_price
03/21/2025,National,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,,,214,3,6,2.5,531,2.61
03/21/2025,National,Fruit,Avocados,Hass-Marked Large,No,each,N/A,,,514,2.64,57,2.45,853,1.5
03/21/2025,National,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,,,2085,1.06,963,1.34,1922,0.89
03/21/2025,National,Fruit,Avocados,HASS,Yes,each,N/A,,,190,1.88,165,1.72,838,1.81
03/21/2025,National,Fruit,Avocados,Hass-Marked Medium,Yes,each,N/A,,,67,1.39,67,1.39,,
03/21/2025,Midwest,Fruit,Avocados,HASS,No,each,N/A,0.78,1.25,515,1,,,,
03/21/2025,Midwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.69,0.99,592,0.78,,,,
03/21/2025,Midwest,Fruit,Avocados,Hass-Marked Medium,Yes,each,N/A,1.39,1.39,67,1.39,,,,
03/14/2025,Northeast,Fruit,Avocados,HASS,No,each,N/A,0.99,1.5,256,1.4,,,,
03/14/2025,Northeast,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,2,2,8,2,,,,
03/14/2025,Northeast,Fruit,Avocados,Various Greenskin Marked Large,No,each,N/A,1.99,1.99,190,1.99,,,,
03/14/2025,Northeast,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,1.39,1.39,122,1.39,,,,
03/14/2025,Southeast,Fruit,Avocados,HASS,No,each,N/A,0.5,1.5,766,1.21,,,,
03/14/2025,Southeast,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,1.39,1.39,86,1.39,,,,
03/14/2025,Southcentral,Fruit,Avocados,HASS,No,each,N/A,0.89,2.5,378,1.15,,,,
03/14/2025,Southcentral,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,2.49,2.49,14,2.49,,,,
03/14/2025,Southcentral,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.25,0.79,269,0.37,,,,
03/14/2025,Southcentral,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.88,0.88,75,0.88,,,,
03/14/2025,Southwest,Fruit,Avocados,HASS,No,each,N/A,1.25,1.99,620,1.4,,,,
03/14/2025,Southwest,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.33,0.5,311,0.47,,,,
03/14/2025,Southwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,2.5,2.5,51,2.5,,,,
03/14/2025,Southwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.99,1.67,371,1.47,,,,
03/14/2025,Southwest,Fruit,Avocados,HASS,Yes,each,N/A,1.29,1.5,86,1.47,,,,
03/14/2025,Northwest,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,2.5,2.5,6,2.5,,,,
03/14/2025,Northwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,1.25,1.39,309,1.26,,,,
03/14/2025,Northwest,Fruit,Avocados,HASS,Yes,each,N/A,2,2,79,2,,,,
03/14/2025,Hawaii,Fruit,Avocados,HASS,No,each,N/A,1.67,1.67,23,1.67,,,,
03/14/2025,Hawaii,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,1.95,1.95,4,1.95,,,,
03/14/2025,Alaska,Fruit,Avocados,HASS,No,each,N/A,0.99,0.99,9,0.99,,,,
03/14/2025,Alaska,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,1.5,1.5,11,1.5,,,,
03/14/2025,National,Fruit,Avocados,HASS,No,each,N/A,,,2309,1.21,2578,1.12,5168,1.09
03/14/2025,National,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,,,22,2.31,451,2.45,420,2.44
03/14/2025,National,Fruit,Avocados,Various Greenskin Marked Large,No,each,N/A,,,190,1.99,,,,
03/14/2025,National,Fruit,Avocados,Hass-Marked Small,No,each,N/A,,,580,0.42,337,0.84,224,0.42
03/14/2025,National,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,,,6,2.5,,,72,2.33
03/14/2025,National,Fruit,Avocados,Hass-Marked Large,No,each,N/A,,,57,2.45,477,1.57,993,1.32
03/14/2025,National,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,,,963,1.34,1200,0.98,866,1.23
03/14/2025,National,Fruit,Avocados,HASS,Yes,each,N/A,,,165,1.72,286,2.92,304,1.31
03/14/2025,National,Fruit,Avocados,Hass-Marked Medium,Yes,each,N/A,,,67,1.39,,,26,2
03/14/2025,Midwest,Fruit,Avocados,HASS,No,each,N/A,0.69,1.5,289,0.74,,,,
03/14/2025,Midwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.99,1.99,6,1.99,,,,
03/14/2025,Midwest,Fruit,Avocados,Hass-Marked Medium,Yes,each,N/A,1.39,1.39,67,1.39,,,,
03/07/2025,Northeast,Fruit,Avocados,HASS,No,each,N/A,0.75,2,706,1.1,,,,
03/07/2025,Northeast,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,2,2,42,2,,,,
03/07/2025,Southeast,Fruit,Avocados,HASS,No,each,N/A,0.89,1.67,549,1.27,,,,
03/07/2025,Southeast,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,2.5,2.5,366,2.5,,,,
03/07/2025,Southcentral,Fruit,Avocados,HASS,No,each,N/A,0.47,2.5,338,0.87,,,,
03/07/2025,Southcentral,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,2.49,2.5,43,2.5,,,,
03/07/2025,Southcentral,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.33,1.25,269,0.97,,,,
03/07/2025,Southcentral,Fruit,Avocados,Hass-Marked Large,No,each,N/A,0.99,0.99,255,0.99,,,,
03/07/2025,Southcentral,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.67,0.67,64,0.67,,,,
03/07/2025,Southcentral,Fruit,Avocados,HASS,Yes,each,N/A,2.99,2.99,68,2.99,,,,
03/07/2025,Southwest,Fruit,Avocados,HASS,No,each,N/A,0.33,1.66,229,1.21,,,,
03/07/2025,Southwest,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.33,0.34,68,0.33,,,,
03/07/2025,Southwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.5,2.5,208,2.25,,,,
03/07/2025,Southwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,1.67,1.67,199,1.67,,,,
03/07/2025,Southwest,Fruit,Avocados,HASS,Yes,each,N/A,2.5,2.99,201,2.97,,,,
03/07/2025,Northwest,Fruit,Avocados,HASS,No,each,N/A,1.5,2,138,1.63,,,,
03/07/2025,Northwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.67,1.39,323,1.01,,,,
03/07/2025,Northwest,Fruit,Avocados,HASS,Yes,each,N/A,2,2,17,2,,,,
03/07/2025,Hawaii,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,1.95,1.95,4,1.95,,,,
03/07/2025,Alaska,Fruit,Avocados,HASS,No,each,N/A,2,2,2,2,,,,
03/07/2025,Alaska,Fruit,Avocados,Hass-Marked Small,No,each,N/A,1.69,1.69,1,1.69,,,,
03/07/2025,National,Fruit,Avocados,HASS,No,each,N/A,,,2578,1.12,3219,1.19,3412,1.05
03/07/2025,National,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,,,451,2.45,409,2.5,407,2.45
03/07/2025,National,Fruit,Avocados,Hass-Marked Small,No,each,N/A,,,337,0.84,317,0.47,391,0.34
03/07/2025,National,Fruit,Avocados,Hass-Marked Large,No,each,N/A,,,477,1.57,247,1.8,644,1.26
03/07/2025,National,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,,,1200,0.98,791,1.42,2307,0.99
03/07/2025,National,Fruit,Avocados,HASS,Yes,each,N/A,,,286,2.92,165,1.93,706,1.76
03/07/2025,Midwest,Fruit,Avocados,HASS,No,each,N/A,0.75,1.25,618,0.99,,,,
03/07/2025,Midwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.99,1.99,14,1.99,,,,
03/07/2025,Midwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.5,0.99,614,0.77,,,,
02/28/2025,Northeast,Fruit,Avocados,HASS,No,each,N/A,0.99,1.67,422,1.18,,,,
02/28/2025,Northeast,Fruit,Avocados,Various Greenskin Marked Large,No,each,N/A,1.99,1.99,190,1.99,,,,
02/28/2025,Northeast,Fruit,Avocados,Hass-Marked Large,No,each,N/A,2,2,34,2,,,,
02/28/2025,Southeast,Fruit,Avocados,HASS,No,each,N/A,0.88,1.67,1521,1.1,,,,
02/28/2025,Southeast,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,2.5,2.5,366,2.5,,,,
02/28/2025,Southcentral,Fruit,Avocados,HASS,No,each,N/A,0.79,2.5,181,1.12,,,,
02/28/2025,Southcentral,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,2.49,2.5,43,2.5,,,,
02/28/2025,Southcentral,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,3.49,3.49,160,3.49,,,,
02/28/2025,Southcentral,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.5,2.5,50,2.22,,,,
02/28/2025,Southwest,Fruit,Avocados,HASS,No,each,N/A,1.25,2.99,511,1.71,,,,
02/28/2025,Southwest,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.33,0.5,317,0.47,,,,
02/28/2025,Southwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.5,2.5,135,1.57,,,,
02/28/2025,Southwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,1.25,1.5,725,1.44,,,,
02/28/2025,Southwest,Fruit,Avocados,HASS,Yes,each,N/A,1.29,2,165,1.93,,,,
02/28/2025,Northwest,Fruit,Avocados,HASS,No,each,N/A,1.5,1.5,9,1.5,,,,
02/28/2025,Northwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.5,2.5,28,1.89,,,,
02/28/2025,Northwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,1.39,1.39,22,1.39,,,,
02/28/2025,Hawaii,Fruit,Avocados,HASS,No,each,N/A,1.67,1.67,23,1.67,,,,
02/28/2025,Hawaii,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,1.95,1.95,4,1.95,,,,
02/28/2025,Alaska,Fruit,Avocados,Hass-Marked Small,No,each,N/A,1.79,1.79,1,1.79,,,,
02/28/2025,National,Fruit,Avocados,HASS,No,each,N/A,,,3219,1.19,1871,1.22,4966,1.18
02/28/2025,National,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,,,409,2.5,443,2.9,436,2.42
02/28/2025,National,Fruit,Avocados,Various Greenskin Marked Large,No,each,N/A,,,190,1.99,,,,
02/28/2025,National,Fruit,Avocados,Hass-Marked Small,No,each,N/A,,,317,0.47,402,0.45,460,0.49
02/28/2025,National,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,,,173,3.38,376,3.49,482,1.78
02/28/2025,National,Fruit,Avocados,Hass-Marked Large,No,each,N/A,,,247,1.8,305,1.74,1357,1.29
02/28/2025,National,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,,,791,1.42,618,1.08,612,1.2
02/28/2025,National,Fruit,Avocados,HASS,Yes,each,N/A,,,165,1.93,182,2.46,473,1.48
02/28/2025,Midwest,Fruit,Avocados,HASS,No,each,N/A,0.79,1.49,575,1,,,,
02/28/2025,Midwest,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,1.99,1.99,13,1.99,,,,
02/28/2025,Midwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.99,0.99,44,0.99,,,,
02/21/2025,Northeast,Fruit,Avocados,HASS,No,each,N/A,0.99,1.67,970,1.24,,,,
02/21/2025,Northeast,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,2,2,34,2,,,,
02/21/2025,Northeast,Fruit,Avocados,HASS,Yes,each,N/A,2.5,2.5,144,2.5,,,,
02/21/2025,Northeast,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.78,2.78,122,2.78,,,,
02/21/2025,Southeast,Fruit,Avocados,HASS,No,each,N/A,0.89,1.67,643,1.25,,,,
02/21/2025,Southeast,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,2.99,2.99,366,2.99,,,,
02/21/2025,Southeast,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.78,2.78,86,2.78,,,,
02/21/2025,Southcentral,Fruit,Avocados,HASS,No,each,N/A,0.79,1.25,111,1,,,,
02/21/2025,Southcentral,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,2.49,2.99,43,2.83,,,,
02/21/2025,Southcentral,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.33,0.33,65,0.33,,,,
02/21/2025,Southcentral,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,3.46,3.49,189,3.49,,,,
02/21/2025,Southcentral,Fruit,Avocados,Hass-Marked Large,No,each,N/A,0.89,2.5,41,1.81,,,,
02/21/2025,Southcentral,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.5,2.78,84,2.75,,,,
02/21/2025,Southwest,Fruit,Avocados,HASS,No,each,N/A,0.25,2,88,0.98,,,,
02/21/2025,Southwest,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.25,0.5,323,0.47,,,,
02/21/2025,Southwest,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,3.49,3.49,187,3.49,,,,
02/21/2025,Southwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.99,3.5,150,2.29,,,,
02/21/2025,Southwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.5,1.49,451,1.09,,,,
02/21/2025,Southwest,Fruit,Avocados,HASS,Yes,each,N/A,2.49,2.5,22,2.49,,,,
02/21/2025,Southwest,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.78,2.78,109,2.78,,,,
02/21/2025,Southwest,Fruit,Avocados,Hass-Marked Medium,Yes,each,N/A,1.29,1.29,13,1.29,,,,
02/21/2025,Northwest,Fruit,Avocados,HASS,No,each,N/A,1.25,1.25,23,1.25,,,,
02/21/2025,Northwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.99,1.67,153,1.09,,,,
02/21/2025,Northwest,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.78,2.78,22,2.78,,,,
02/21/2025,Hawaii,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,3.89,3.89,4,3.89,,,,
02/21/2025,Alaska,Fruit,Avocados,HASS,No,each,N/A,1.25,1.99,14,1.51,,,,
02/21/2025,National,Fruit,Avocados,HASS,No,each,N/A,,,1871,1.22,1225,1.38,5106,1.21
02/21/2025,National,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,,,443,2.9,14,2.49,449,2.44
02/21/2025,National,Fruit,Avocados,Hass-Marked Small,No,each,N/A,,,402,0.45,467,0.47,248,0.41
02/21/2025,National,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,,,376,3.49,,,788,1.71
02/21/2025,National,Fruit,Avocados,Hass-Marked Large,No,each,N/A,,,305,1.74,279,1.56,579,1.2
02/21/2025,National,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,,,618,1.08,720,1.33,1594,0.9
02/21/2025,National,Fruit,Avocados,HASS,Yes,each,N/A,,,182,2.46,132,2.4,691,1.63
02/21/2025,National,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,,,490,2.77,456,2.88,400,2.22
02/21/2025,National,Fruit,Avocados,Hass-Marked Medium,Yes,each,N/A,,,13,1.29,,,463,2
02/21/2025,Midwest,Fruit,Avocados,HASS,No,each,N/A,0.79,1.67,36,1.25,,,,
02/21/2025,Midwest,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.5,0.5,14,0.5,,,,
02/21/2025,Midwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,0.99,0.99,114,0.99,,,,
02/21/2025,Midwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.79,0.79,14,0.79,,,,
02/21/2025,Midwest,Fruit,Avocados,HASS,Yes,each,N/A,2,2,16,2,,,,
02/21/2025,Midwest,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.78,2.78,67,2.78,,,,
02/14/2025,Northeast,Fruit,Avocados,HASS,No,each,N/A,1,1.99,348,1.45,,,,
02/14/2025,Northeast,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.78,2.78,122,2.78,,,,
02/14/2025,Southeast,Fruit,Avocados,HASS,No,each,N/A,0.98,1.67,456,1.22,,,,
02/14/2025,Southeast,Fruit,Avocados,HASS,Yes,each,N/A,2.78,2.78,86,2.78,,,,
02/14/2025,Southcentral,Fruit,Avocados,HASS,No,each,N/A,0.79,1.25,87,0.98,,,,
02/14/2025,Southcentral,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,2.49,2.49,14,2.49,,,,
02/14/2025,Southcentral,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.33,0.79,95,0.48,,,,
02/14/2025,Southcentral,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.5,2.5,41,2.05,,,,
02/14/2025,Southcentral,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,1.25,1.25,107,1.25,,,,
02/14/2025,Southcentral,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.78,2.78,75,2.78,,,,
02/14/2025,Southwest,Fruit,Avocados,HASS,No,each,N/A,2,2,14,2,,,,
02/14/2025,Southwest,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.33,0.5,372,0.47,,,,
02/14/2025,Southwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.5,2.5,124,1.91,,,,
02/14/2025,Southwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.79,1.49,591,1.37,,,,
02/14/2025,Southwest,Fruit,Avocados,HASS,Yes,each,N/A,1.29,1.29,13,1.29,,,,
02/14/2025,Southwest,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.78,2.78,109,2.78,,,,
02/14/2025,Northwest,Fruit,Avocados,HASS,No,each,N/A,0.89,1.67,290,1.66,,,,
02/14/2025,Northwest,Fruit,Avocados,HASS,Yes,each,N/A,1.67,1.67,17,1.67,,,,
02/14/2025,Northwest,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.78,3.5,83,3.31,,,,
02/14/2025,Hawaii,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,3.89,3.89,4,3.89,,,,
02/14/2025,Alaska,Fruit,Avocados,Hass-Marked Small,No,each,N/A,1.79,1.79,1,1.79,,,,
02/14/2025,National,Fruit,Avocados,HASS,No,each,N/A,,,1225,1.38,12577,0.91,3906,1.3
02/14/2025,National,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,,,14,2.49,74,1.75,465,1.95
02/14/2025,National,Fruit,Avocados,Hass-Marked Small,No,each,N/A,,,467,0.47,508,0.48,134,0.47
02/14/2025,National,Fruit,Avocados,Hass-Marked Large,No,each,N/A,,,279,1.56,1045,1.44,673,1.18
02/14/2025,National,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,,,720,1.33,2656,0.89,671,1.12
02/14/2025,National,Fruit,Avocados,HASS,Yes,each,N/A,,,132,2.4,511,2.07,322,1.44
02/14/2025,National,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,,,456,2.88,41,3.31,289,2.22
02/14/2025,Midwest,Fruit,Avocados,HASS,No,each,N/A,0.67,1.67,30,1.36,,,,
02/14/2025,Midwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1,1,114,1,,,,
02/14/2025,Midwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.69,0.75,22,0.71,,,,
02/14/2025,Midwest,Fruit,Avocados,HASS,Yes,each,N/A,2,2,16,2,,,,
02/14/2025,Midwest,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.78,2.78,67,2.78,,,,
02/07/2025,Northwest,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,2.5,2.5,6,2.5,,,,
02/07/2025,Northwest,Fruit,Avocados,HASS,No,each,N/A,0.49,1.5,241,0.67,,,,
02/07/2025,Southwest,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,3.5,3.5,26,3.5,,,,
02/07/2025,Southwest,Fruit,Avocados,Hass-Marked Extra Large,Yes,each,N/A,2.99,2.99,5,2.99,,,,
02/07/2025,Southwest,Fruit,Avocados,HASS,Yes,each,N/A,1.38,3.5,280,1.82,,,,
02/07/2025,Southwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.33,1.49,631,1.18,,,,
02/07/2025,Southwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.25,2.5,471,1.47,,,,
02/07/2025,Southwest,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,3,3,42,3,,,,
02/07/2025,Southwest,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.25,0.5,385,0.47,,,,
02/07/2025,Southwest,Fruit,Avocados,HASS,No,each,N/A,0.25,2.29,924,0.76,,,,
02/07/2025,Southcentral,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.49,0.77,437,0.59,,,,
02/07/2025,Southcentral,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.25,2.5,288,1.68,,,,
02/07/2025,Southcentral,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,1.99,1.99,23,1.99,,,,
02/07/2025,Southcentral,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.33,0.57,96,0.48,,,,
02/07/2025,Southcentral,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,2.49,2.5,37,2.5,,,,
02/07/2025,Southcentral,Fruit,Avocados,HASS,No,each,N/A,0.33,1.66,1192,0.65,,,,
02/07/2025,Southeast,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.88,1,582,0.9,,,,
02/07/2025,Southeast,Fruit,Avocados,HASS,No,each,N/A,0.44,2,4323,0.99,,,,
02/07/2025,Southeast,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,per lb,N/A,0.98,0.98,26,0.98,,,,
02/07/2025,Northeast,Fruit,Avocados,HASS,Yes,each,N/A,2.5,2.5,190,2.5,,,,
02/07/2025,Northeast,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,1.39,1.39,122,1.39,,,,
02/07/2025,Northeast,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.25,1.25,16,1.25,,,,
02/07/2025,Northeast,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,2,2,22,2,,,,
02/07/2025,Northeast,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.79,0.79,13,0.79,,,,
02/07/2025,Northeast,Fruit,Avocados,HASS,No,each,N/A,0.59,2,2895,1.01,,,,
02/07/2025,Midwest,Fruit,Avocados,HASS,Yes,each,N/A,2,2,20,2,,,,
02/07/2025,Midwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.5,1.39,670,0.67,,,,
02/07/2025,Midwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,0.99,1,122,1,,,,
02/07/2025,Midwest,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.5,0.5,14,0.5,,,,
02/07/2025,Midwest,Fruit,Avocados,Various Greenskin Marked Large,No,each,N/A,1.25,1.25,39,1.25,,,,
02/07/2025,Midwest,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,1,1,37,1,,,,
02/07/2025,Midwest,Fruit,Avocados,HASS,No,each,N/A,0.47,1.67,3002,0.87,,,,
02/07/2025,National,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,,,41,3.31,15,2.99,41,2.21
02/07/2025,National,Fruit,Avocados,Hass-Marked Extra Large,Yes,each,N/A,,,5,2.99,5,2.99,11,2.99
02/07/2025,National,Fruit,Avocados,HASS,Yes,each,N/A,,,511,2.07,295,1.86,854,1.42
02/07/2025,National,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,,,2656,0.89,879,1.34,2054,0.75
02/07/2025,National,Fruit,Avocados,Hass-Marked Large,No,each,N/A,,,1045,1.44,375,2.49,3267,1.11
02/07/2025,National,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,,,93,2.48,65,2.64,883,1.38
02/07/2025,National,Fruit,Avocados,Hass-Marked Small,No,each,N/A,,,508,0.48,75,0.47,650,0.4
02/07/2025,National,Fruit,Avocados,Various Greenskin Marked Large,No,each,N/A,,,39,1.25,,,,
02/07/2025,National,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,,,74,1.75,233,2.05,,
02/07/2025,National,Fruit,Avocados,HASS,No,each,N/A,,,12577,0.91,1844,1.16,12231,0.78
02/07/2025,National,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,per lb,N/A,,,26,0.98,26,0.98,,
02/07/2025,Alaska,Fruit,Avocados,Hass-Marked Small,Yes,each,N/A,2,2,1,2,,,,
02/07/2025,Alaska,Fruit,Avocados,HASS,No,each,N/A,0.99,1.69,13,1.2,,,,
02/07/2025,Hawaii,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,1.95,1.95,4,1.95,,,,
02/07/2025,Hawaii,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,per lb,N/A,3.99,3.99,33,3.99,,,,
02/07/2025,Northwest,Fruit,Avocados,Hass-Marked Large,Yes,each,N/A,2.99,2.99,15,2.99,,,,
02/07/2025,Northwest,Fruit,Avocados,HASS,Yes,each,N/A,1.48,1.48,21,1.48,,,,
02/07/2025,Northwest,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.79,1.5,214,0.96,,,,
02/07/2025,Northwest,Fruit,Avocados,Hass-Marked Large,No,each,N/A,1.25,2,148,1.28,,,,
01/31/2025,Northeast,Fruit,Avocados,HASS,No,each,N/A,0.99,1.67,561,1.3,,,,
01/31/2025,Northeast,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,1.99,1.99,190,1.99,,,,
01/31/2025,Northeast,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,1.39,1.39,122,1.39,,,,
01/31/2025,Southeast,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,per lb,N/A,0.98,0.98,26,0.98,,,,
01/31/2025,Southeast,Fruit,Avocados,HASS,No,each,N/A,0.79,1.67,214,1.33,,,,
01/31/2025,Southcentral,Fruit,Avocados,HASS,No,each,N/A,0.5,1.99,390,0.71,,,,
01/31/2025,Southcentral,Fruit,Avocados,VARIOUS GREENSKIN VARIETIES,No,each,N/A,2.29,2.5,37,2.42,,,,
01/31/2025,Southcentral,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.33,0.33,14,0.33,,,,
01/31/2025,Southcentral,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,1.99,1.99,23,1.99,,,,
01/31/2025,Southcentral,Fruit,Avocados,Hass-Marked Large,No,each,N/A,2.5,2.69,120,2.61,,,,
01/31/2025,Southcentral,Fruit,Avocados,Hass-Marked Medium,No,each,N/A,0.69,1.25,182,1.02,,,,
01/31/2025,Southwest,Fruit,Avocados,HASS,No,each,N/A,0.66,0.66,122,0.66,,,,
01/31/2025,Southwest,Fruit,Avocados,Hass-Marked Small,No,each,N/A,0.5,0.5,61,0.5,,,,
01/31/2025,Southwest,Fruit,Avocados,Hass-Marked Extra Large,No,each,N/A,3,3,42,3,,,,
